Nutrition Extension
DAY,Muscle Mass,Anabolic,Catabolic
1,16.429231853502987,50.22213422782333,52.17486028072849
2,16.426104074555827,50.09424918134877,52.050804419513604
3,16.42298021886921,50.04962939086124,52.002662304764144
4,16.41981198168687,50.019423982641094,52.0
5,16.425927390575744,80.98150142534492,75.07725183074776
6,16.43317772611475,75.44911458117198,69.00826697805628
7,16.441683753560536,70.03172320427139,63.08299662780377
8,16.451527239594864,64.73662444450046,57.36302462637814
9,16.459990866315298,59.57159858826023,53.60056232838573
10,16.473400830236663,90.66033743650983,76.88563830431596
11,16.48827155963919,84.94817905280959,70.78055103712018
12,16.504441169764107,79.34279518809738,64.81703342840166
13,16.52094091548012,73.85038278566927,59.00617836103226
14,16.536917646018818,68.47659923807602,54.43088995300964
15,16.55460449424216,99.02263262380332,77.38440165632245
16,16.571988269405164,93.17389476080498,71.27504331185511
17,16.589013475142362,87.4254705761228,65.30651793560301
18,16.60565616064226,81.78273110866724,59.490839328320014
19,16.621972261986237,76.25057915789766,54.86675641794746
20,16.639696502246,106.37207151446097,77.5692517027506
21,16.657086790672327,100.41387807486461,71.46246861887437
22,16.674119738236218,94.55091005906236,65.49604791418044
23,16.690772169154744,88.78795619676684,59.6907855891657
24,16.707120069401522,83.12942623724965,55.31068048473648
25,16.724892091601802,113.70714638376096,78.44415572288182
26,16.74233361183103,107.6451705872673,72.32224191779885
27,16.759421467536626,101.6738270110795,66.33927297484614
28,16.776131907890008,95.79747599705576,60.504667503021714
29,16.792492957045816,90.02013375705468,55.50837137434756
30,16.810261249688363,120.20193763338428,78.3986289834932
31,16.827699462483423,114.05478603330691,72.28307928390788
32,16.844784139502295,107.99463704140034,66.30629139501818
33,16.861493501539567,102.0255569617486,60.50206624506244
34,16.87785634010439,96.15122411577856,55.54163979297871
35,16.89566542910139,127.17133473549099,79.15821287661991
36,16.91314710656412,120.93694003017544,73.03045207132499
37,16.930278596823236,114.78605815731343,67.04033774437359
38,16.94703683916504,108.72231848682698,61.201309250494894
39,16.963433832632223,102.7491042053736,55.99380083874841
40,16.981230872769462,132.8955453716704,78.97357923240921
41,16.998700120917537,126.59514704934867,72.85558388593437
42,17.015818653138236,120.37564397771563,66.8753859115464
43,17.032563165839928,114.24039374406576,61.04323816324568
44,17.048965128277544,108.19252850915397,56.08283228897003
45,17.06683118238559,139.76375315489975,80.2586164106065
46,17.084372082018465,133.3854525230531,74.11654420031418
47,17.10156623334159,127.08543824096388,68.11118718968471
48,17.11839104329617,120.86665433814954,62.25132869287731
49,17.1348458143094,114.73195282172938,56.852015883198966
50,17.15272886213196,145.60488561372205,80.57144370986055
51,17.170288856568035,139.16433538311045,74.42695882847543
52,17.187503686757054,132.79965005118618,68.41833418340656
53,17.204350898333704,126.5136921733011,62.55455598457313
